https://agritimes.co.in/crops/paddy-procurement-exceeds-by-22-43-during-2020-21,Paddy procurement exceeds by 22.43% during 2020-21
https://agritimes.co.in/crops/indias-kharif-foodgrains-production-to-touch-144-52-mt-in-2020-21-agri-minister,"India's Kharif foodgrains production to touch 144.52 MT in 2020-21, agri minister"
https://agritimes.co.in/crops/indias-kharif-crops-sowing-acreage-touches-1116-88-lakh-ha-area-during-current-season,India's Kharif crops sowing acreage touches 1116.88 lakh ha area during current season
https://agritimes.co.in/crops/ncdc-sanctions-inr-19444-cr-for-msp-operations-support-to-states-during-kharif-season-2020-21,NCDC sanctions INR 19444 Cr for MSP operations support to States during Kharif season 2020-21
https://agritimes.co.in/crops/indias-first-advance-estimates-144-52-million-tonnes-of-major-kharif-crops-for-2020-21,India's first advance estimates 144.52 million tonnes of major Kharif crops for 2020-21
https://agritimes.co.in/crops/national-conference-for-rabi-targets-301-million-tonnes-of-food-grains-production-for-2020-2021,National Conference for Rabi targets 301 million tonnes of food grains production for 2020-2021
https://agritimes.co.in/crops/cabinet-approves-rabi-crops-msp-for-marketing-season-2021-22,Cabinet approves Rabi crops MSP for marketing season 2021-22
https://agritimes.co.in/crops/government-statement-on-cropping-patterns,Government statement on cropping patterns
https://agritimes.co.in/crops/indias-kharif-sowing-increased-by-5-71-at-1113-63-lakh-hectares-area,India's Kharif sowing increased by 5.71% at 1113.63 lakh hectares area
https://agritimes.co.in/crops/bt-cotton-only-gm-crop-approved-for-commercial-cultivation-in-2002-by-govt-agri-minister,"Bt cotton only GM crop approved for commercial cultivation in 2002 by govt, agri minister"
https://agritimes.co.in/crops/around-59-lakh-ha-more-sowing-area-coverage-reported-under-kharif-crops-in-comparison-to-last-year,Around 59 lakh ha more sowing area coverage reported under kharif crops in comparison to last year
https://agritimes.co.in/crops/timely-agri-inputs-credit-made-it-possible-for-record-sowing-acreage-even-during-pandemic-lockdown-conditions-says-narendra-singh-tomar,"Timely agri inputs, credit made it possible for record sowing acreage even during pandemic lockdown conditions, says Narendra Singh Tomar"
https://agritimes.co.in/crops/kharif-crops-sowing-increase-by-7-15-at-1082-22-lakh-ha-area-as-on-august-28,Kharif crops sowing increase by 7.15% at 1082.22 lakh ha area as on August 28
https://agritimes.co.in/crops/kharif-sowing-of-all-crops-up-by-8-54-at-1015-58-lakh-hectares-as-on-august-14,Kharif sowing of all crops up by 8.54% at 1015.58 lakh hectares as on August 14
https://agritimes.co.in/crops/area-covered-under-rice-oilseeds-increased-this-kharif-season-says-agri-ministry-data,"Area covered under rice, oilseeds increased this Kharif season, says agri ministry data"
https://agritimes.co.in/crops/indias-kharif-crop-sowing-up-by-13-92-as-on-july-31-against-last-year,"India's Kharif crop sowing up by 13.92% as on July 31, against last year"
https://agritimes.co.in/crops/sowing-area-coverage-under-kharif-crops-shows-good-progress-agri-ministry-data,"Sowing area coverage under Kharif crops shows good progress, agri ministry data"
https://agritimes.co.in/crops/sopa-announces-normal-soybean-crop-sowing-in-the-country-as-on-july-20,SOPA announces normal soybean crop sowing in the country as on July 20
https://agritimes.co.in/crops/indias-kharif-crops-sowing-area-up-by-21-2-at-691-86-lakh-hectares,India’s Kharif crops sowing area up by 21.2 % at 691.86 lakh hectares
https://agritimes.co.in/crops/pulses-sowing-acreage-up-by-250-at-64-25-lakh-ha,Pulses sowing acreage up by 250% at 64.25 lakh ha
https://agritimes.co.in/crops/bamboo-to-propel-atmanirbhar-bharat-abhiyan-in-the-north-eastern-region-says-dr-jitendra-singh,"Bamboo to propel Atmanirbhar Bharat Abhiyan in the North Eastern Region, says Dr Jitendra Singh"
https://agritimes.co.in/crops/locust-crisis-chemical-spraying-with-a-helicopter-started-in-jaisalmer-district,Locust crisis: Chemical spraying with a helicopter started in Jaisalmer district
https://agritimes.co.in/crops/ethanol-blending-with-petrol-in-india-progress-and-status-update,Ethanol blending with petrol in India: progress & status update
https://agritimes.co.in/crops/indian-sugarcane-acreage-estimated-52-28-lakh-hectares-during-2020-21-season-says-isma,"Indian sugarcane acreage estimated 52.28 lakh hectares during 2020-21 season, says ISMA"
https://agritimes.co.in/crops/locust-swarm-from-rajasthan-has-moved-towards-haryana-uttar-pradesh,"Locust swarm from Rajasthan has moved towards Haryana, Uttar Pradesh"
https://agritimes.co.in/crops/sopa-estimates-drop-in-soybean-crop-for-2020-season,SOPA estimates drop in soybean crop for 2020 season
https://agritimes.co.in/crops/india-s-kharif-crop-sowing-touches-13-13-million-hectares,India’s Kharif crop sowing touches 13.13 million hectares
https://agritimes.co.in/crops/centre-allots-inr-4000-crore-to-state-govts-under-lsquo-per-drop-more-crop-rsquo-scheme,Centre allots INR 4000 crore to state govts under ‘Per Drop More Crop’ scheme
https://agritimes.co.in/crops/telangana-govt-extend-keshavulu-tenure-as-tssoca-director,Telangana govt extend Keshavulu tenure as TSSOCA director
https://agritimes.co.in/crops/modi-cabinet-increases-kharif-crops-msp-by-over-50-for-marketing-season-2020-21,Modi cabinet increases Kharif crops MSP by over 50% for marketing season 2020-21
https://agritimes.co.in/crops/fight-against-desert-locusts-will-take-time-says-fao-chief,"Fight against desert locusts will take time, says FAO chief"
https://agritimes.co.in/crops/govt-releases-various-measures-for-sugar-season-2019-20,Govt releases various measures for sugar season 2019-20
https://agritimes.co.in/crops/summer-crops-sowing-acreage-procurement-rises-despite-lockdown,"Summer crops sowing acreage, procurement rises despite lockdown"
https://agritimes.co.in/crops/sugar-production-down-by-61-54-lakh-tonnes-till-may-15-says-isma,"Sugar production down by 61.54 lakh tonnes till May 15, says ISMA"
https://agritimes.co.in/crops/india-pumps-inr-150-000-crore-on-agriculture-infra-allied-sectors,"India pumps INR 150,000 crore on agriculture infra, allied sectors"
https://agritimes.co.in/crops/india-potash-to-cut-price-of-mop-by-1500-mt,India Potash to cut price of MOP by INR 1500 MT
https://agritimes.co.in/crops/india-rsquo-s-third-advance-estimates-record-growth-of-foodgrains-oilseeds-and-other-commercial-crops-for-2019-20,"India’s third advance estimates record growth of foodgrains, oilseeds and other commercial crops for 2019-20"
https://agritimes.co.in/crops/india-extend-import-deadline-for-250-000-tonnes-of-black-gram-to-may-31,"India extend import deadline for 250,000 tonnes of black gram to May 31"
https://agritimes.co.in/crops/apeda-set-up-new-rice-export-promotion-forum,APEDA set up new rice export promotion forum
https://agritimes.co.in/crops/agri-minister-parley-with-pesticide-industry-experts-on-desert-locust-control,Agri minister parley with pesticide industry experts on desert locust control
https://agritimes.co.in/crops/central-arid-zone-research-institute-unveils-high-yielding-green-fodder-crop,Central Arid Zone Research Institute unveils high yielding green fodder crop
https://agritimes.co.in/crops/food-corporation-of-india-purchase-233-51-lakh-mt-of-wheat-during-rabi-season-2020-21,Food Corporation of India purchase 233.51 lakh MT of wheat during Rabi season 2020-21
https://agritimes.co.in/crops/govt-procure-pulses-oilseeds-worth-inr-2682-cr-during-rabi-season-2020-21,"Govt procure pulses, oilseeds worth INR 2682 Cr during Rabi season 2020-21"
https://agritimes.co.in/crops/sopa-estimates-drop-in-soybean-crop-at-93-06-lakh-tones-during-oct-2019-ndash-sept-2020,SOPA estimates drop in soybean crop at 93.06 lakh tonnes during Oct 2019 – Sept 2020
https://agritimes.co.in/crops/government-accords-highest-priority-to-agriculture-sector-during-the-lockdown-period-says-tomar,"Government accords highest priority to agriculture sector during the lockdown period, says Tomar"
https://agritimes.co.in/crops/indian-wheat-harvesting-continues-briskly-amidst-the-lockdown,Indian wheat harvesting continues briskly amidst the lockdown
https://agritimes.co.in/crops/government-sold-2-6-mt-of-fertilizer-to-farmers-traders-during-lockdown-period,"Government sold 2.6 MT of fertilizer to farmers, traders during lockdown period"
https://agritimes.co.in/crops/rallis-india-resumes-operations-at-lote-ankleshwar-and-dahej-plants,"Rallis India resumes operations at Lote, Ankleshwar and Dahej plants"
https://agritimes.co.in/crops/sugar-production-in-india-declines-companies-decided-to-supply-hand-sanitizers,Indian sugar production declines; companies focus on supplying hand sanitizers
https://agritimes.co.in/crops/direct-marketing-to-de-congest-farm-produce-from-mandis-during-lockdown,Direct marketing to de-congest farm produce from mandis during lockdown
https://agritimes.co.in/crops/govt-starts-rabi-season-procurement-of-pulses-oilseeds-in-20-states,"Govt starts Rabi season procurement of pulses, oilseeds in 20 states"
https://agritimes.co.in/crops/govt-agencies-buys-133-987-tonnes-of-pulses-29-264-tonnes-of-oilseeds-directly-from-farmers,"Govt agencies buys 133,987 tonnes of pulses, 29,264 tonnes of oilseeds directly from farmers"
https://agritimes.co.in/crops/india-targets-298-mt-of-foodgrains-production-for-fy-2020-21,India target 298 MT of foodgrains production for FY 2020-21
https://agritimes.co.in/crops/indias-summer-crop-sowing-up-14-as-on-april-17-wheat-sown-on-207-lakh-ha-harvested,"India's summer crop sowing up 14% as on April 17, wheat sown on 207 lakh ha harvested"
https://agritimes.co.in/crops/agri-minister-unveils-mobile-app-for-transportation-of-foodgrains-perishables-during-lockdown,"Agri minister unveils mobile app for transportation of foodgrains, perishables during lockdown"
https://agritimes.co.in/crops/indian-government-releases-the-revised-guidelines-for-agriculture-allied-sectors-that-come-into-effect-from-april-20,"Indian government releases the revised guidelines for agriculture, allied sectors that come into effect from April 20"
https://agritimes.co.in/crops/government-initiates-dialogue-with-agri-commodity-producers-exporters-in-the-aftermath-of-covid-19-crisis,"Government initiates dialogue with agri commodity producers, exporters in the aftermath of COVID-19 crisis"
https://agritimes.co.in/crops/sowing-of-the-summer-crops-satisfactory-despite-caronavirus-outbreak-says-agri-ministry,"Sowing of the summer crops satisfactory despite coronavirus outbreak, says agri ministry"
https://agritimes.co.in/crops/indian-railways-to-operating-134-trains-for-transporting-perishable-commodities-since-convid-19,Indian Railways operating 134 trains for transporting perishable commodities since CONVID-19
https://agritimes.co.in/crops/states-to-decide-procurement-of-pulses-oilseeds-dates-under-pss-says-tomar,"States to decide procurement of pulses, oilseeds dates under PSS, says Tomar"
https://agritimes.co.in/crops/indian-agri-minister-holds-video-conference-directs-transport-of-farm-products-should-not-be-hampered,"Indian agri minister holds video conference, directs transport of farm products should not be hampered"
https://agritimes.co.in/crops/palmoil-imports-dives-90-during-march-2020-says-seai-report,"Palm oil imports dives 90% during March 2020, says SEA report"
https://agritimes.co.in/crops/usda-forecast-105-mt-wheat-harvest-during-2020-21,USDA forecast 105 MT Indian wheat harvest during 2020-21
https://agritimes.co.in/crops/home-ministry-writes-to-states-on-smooth-harvesting-sowing-operations-while-maintaining-social-distancing,"Home ministry writes to states on smooth harvesting, sowing operations; while maintaining social distancing"
https://agritimes.co.in/crops/india-issues-advisory-for-farmers-on-rabi-crops-in-wake-of-covid-19-spread,India issues advisory for farmers on Rabi crops in wake of COVID-19 spread
https://agritimes.co.in/crops/indian-cultivation-of-bt-cotton-crops-estimated-at-32-26-mn-bales-during-201-20,Indian cultivation of BT cotton crops estimated at 32.26 MN bales during 201-20
https://agritimes.co.in/crops/agriculture-and-allied-activities-exempted-from-lockdown-says-indian-agri-minister,"Agriculture and allied activities exempted from lockdown, says Indian agri minister"
https://agritimes.co.in/crops/indian-agri-minister-reveals-action-plan-to-tackle-adverse-impact-of-global-warming-on-food-crops,Indian agri minister reveals action-plan to tackle adverse impact of global warming on food crops
https://agritimes.co.in/crops/targeting-rice-fallows-to-increase-productivity-and-profitability-of-farmers-in-odisha,Targeting rice fallows to increase productivity and profitability of farmers in Odisha
https://agritimes.co.in/crops/second-advance-estimates-of-production-of-foodgrains-oilseeds-and-other-commercial-crops-for-2019-20,"Second Advance Estimates of Production of Foodgrains, Oilseeds and other Commercial Crops for 2019-20"
https://agritimes.co.in/crops/fsii-recommends-making-india-global-seed-production-hub-and-pushes-for-200-deduction-of-randd-expenditure-in-the-seed-industry,FSII recommends making India global seed production hub & pushes for 200
https://agritimes.co.in/crops/india-approves-new-antibiotics-for-crops,India approves new antibiotics for crops
https://agritimes.co.in/crops/utkal-tubers-eyes-50-000-tons-of-high-yielding-disease-resistant-seed-potatoes-by-2022,"Utkal Tubers eyes 50,000 tons of high yielding, disease resistant seed potatoes by 2022"
https://agritimes.co.in/crops/india-releases-first-advance-estimates-of-production-of-major-kharif-crops-for-2019-20,India releases first advance estimates of production of major Kharif crops for 2019-20
https://agritimes.co.in/crops/sopa-mid-term-review-keeps-soybean-crop-at-11-48-mt,SOPA mid-term review keeps soybean crop at 11.48 MT 
https://agritimes.co.in/crops/indian-export-of-herbs-and-herbal-products-records-14-22-growth-in-2017-18,Indian export of herbs and herbal products records 14.22% growth in 2017-18
https://agritimes.co.in/crops/india-release-details-of-national-bamboo-mission,India release details of National Bamboo Mission
https://agritimes.co.in/crops/gm-cotton-crops-touches-34-88-million-tonnes-bales-in-2017-18,GM cotton crops touches 34.88 million tonnes bales in 2017-18
https://agritimes.co.in/crops/indian-agri-ministry-releases-1st-advance-estimates-of-production-of-major-kharif-crops-for-2018-19,Indian agri ministry releases 1st Advance Estimates of production of major Kharif crops for 2018-19
https://agritimes.co.in/crops/india-increases-msp-for-kharif-crops,India increases MSP for Kharif crops
https://agritimes.co.in/crops/cai-estimates-cotton-crop-at-36-5-mn-for-2017-18-season,CAI estimates cotton crop at 36.5 MN for 2017-18 season 
https://agritimes.co.in/crops/feed-security-is-as-important-for-indian-food-security-says-clfma-chief,"Feed security is as important for Indian food security, says CLFMA chief"
https://agritimes.co.in/crops/ficci-pwc-knowledge-report-on-maize-vision-2022,FICCI-PwC Knowledge Report on 'Maize Vision 2022'
https://agritimes.co.in/crops/agriculture-minister-pitches-for-a-package-of-measures-to-boost-maize-productivity,Agriculture Minister pitches for a package of measures to boost Maize Productivity
https://agritimes.co.in/crops/bayer-partners-with-irri-to-advance-technologies-for-direct-seeded-rice-in-asia,Bayer partners with IRRI to advance technologies for direct-seeded rice in Asia
https://agritimes.co.in/crops/bayer-mitsui-chemicals-agro-sign-license-agreement-for-novel-fungicide,"Bayer, Mitsui Chemicals Agro sign license agreement for novel fungicide"
https://agritimes.co.in/crops/budget-2018-19-india-allocates-15-bn-more-credit-for-agriculture-sector,BUDGET 2018-19: India allocates $15 BN more credit for agriculture sector
https://agritimes.co.in/crops/centre-to-use-geospatial-technology-for-conducting-sample-surveys,Centre to use geospatial technology for conducting sample surveys
https://agritimes.co.in/crops/indian-rabi-crops-sowing-posted-at-44-22-mn-hectares,Indian Rabi crops sowing posted at 44.22 MN hectares
https://agritimes.co.in/crops/india-to-establish-150-seed-hubs-for-pulses-indian-agri-minister,"India to establish 150 Seed Hubs for pulses, Indian agri minister"
https://agritimes.co.in/crops/india-sends-proposal-to-united-nations-for-declaring-the-year-2018-as-international-year-of-millets,India sends proposal to United Nations for declaring the year 2018 as International Year of Millets
https://agritimes.co.in/crops/indian-cotton-crop-output-to-be-37-5-mn-bales-cai-estimate,"Indian cotton crop output to be 37.5 MN bales, CAI estimate"
https://agritimes.co.in/crops/bayer-launches-new-digital-farming-brand-xarvio,Bayer launches new digital farming brand xarvio
https://agritimes.co.in/crops/all-out-war-on-pink-boll-worm-to-save-bt-cotton-in-current-season,All out war on pink boll worm to save Bt Cotton in current season
https://agritimes.co.in/crops/indias-soymeal-exports-up-by-86-during-august-2017,India's soymeal exports up by 86% during August 2017
https://agritimes.co.in/crops/indias-kharif-crop-sowing-down-to-102-8mn-hectares,India's Kharif crop sowing down to 102.8mn hectares 
https://agritimes.co.in/crops/indias-total-food-grains-output-estimated-at-275-68-million-tonnes,India's total food grains output estimated at 275.68 million tonnes 
https://agritimes.co.in/crops/indias-kharif-crop-sowing-up-to-22-23-mn-hectares,India's kharif crop sowing up to 22.23 MN hectares 
https://agritimes.co.in/crops/indias-kharif-crop-sowing-up-at-9-28-mn-hectares,India's kharif crop sowing up at 9.28 MN hectares
https://agritimes.co.in/crops/indias-cotton-output-for-february-2017-estimate-at-34-1-mn-bales,India's cotton output for February 2017 estimate at 34.1 MN bales
https://agritimes.co.in/crops/indias-total-food-grains-production-is-estimated-at-record-271-98-mt,India's total food grains production is estimated at record 271.98 MT
https://agritimes.co.in/crops/indias-wheat-pulses-registers-record-sowing-in-rabi-season,"India's wheat, pulses registers record sowing in rabi season"
https://agritimes.co.in/crops/indias-cotton-crop-estimated-34-mn-bales-during-2016-17,India's cotton crop estimated 34 MN bales during 2016-17
https://agritimes.co.in/crops/indias-rabi-crops-sowing-touches-62-8-mn-hectares,India's Rabi crops sowing touches 62.8 MN hectares
https://agritimes.co.in/crops/indias-rabi-crops-sowing-crosess-61-6-mn-hectares,India's rabi crops sowing crosess 61.6 MN hectares
https://agritimes.co.in/crops/indias-soybean-exports-records-735-growth-during-dec-2016,India's soybean exports records 735% growth during Dec 2016
https://agritimes.co.in/crops/india-rabi-crops-sowing-crosses-60-2-mn-hectares,India rabi crops sowing crosses 60.2 MN hectares 
https://agritimes.co.in/crops/happy-new-year-to-all-our-readers,Happy New Year to all our readers
https://agritimes.co.in/crops/indias-rabi-crops-sowing-touches-55-4-mn-hectares,India's rabi crops sowing touches 55.4 MN hectares 
https://agritimes.co.in/crops/necessary-to-promote-hybrid-seeds-of-improved-varieties-to-cope-with-global-climate-change,Necessary to promote hybrid seeds of improved varieties to cope with global climate change
https://agritimes.co.in/crops/change-in-climate-is-key-factor-for-new-races-of-pathogen-says-indian-agri-minister,"Change in climate is key factor for new races of pathogen, says Indian agri minister"
https://agritimes.co.in/crops/india-rsquo-rabi-crops-sowing-up-by-2-3-mn-hectares,India’ rabi crops sowing up by 2.3 MN hectares
https://agritimes.co.in/crops/pm-modi-clears-agriculture-agreement-with-kyrgyzstan,PM Modi clears agriculture agreement with Kyrgyzstan
https://agritimes.co.in/crops/govt-fixes-minimum-support-price-of-toria-crops-for-2016-17-rabi-season,Govt fixes minimum support price of toria crops for 2016-17 rabi season
https://agritimes.co.in/crops/indias-soymeal-exports-in-nov-16-records-104-growth,India's soymeal exports in Nov 16 records 104% growth
https://agritimes.co.in/crops/govt-doing-every-efforts-to-keep-soil-healthy-says-indian-agri-minister,"Govt doing every efforts to keep soil healthy, says Indian agri minister"
https://agritimes.co.in/crops/indias-rabi-crops-sowing-touches-41-5-mn-hectares,India's Rabi crops sowing touches 41.5 MN hectares
https://agritimes.co.in/crops/indias-rabi-crops-sowing-crosess-32-7-mn-hectares,India's rabi crops sowing crosess 32.7 MN hectares 
https://agritimes.co.in/crops/india-allocates-808-million-for-crop-insurance-scheme,India allocates $808 million for crop insurance scheme
https://agritimes.co.in/crops/indias-rabi-crops-sowing-stagnant-at-24-mn-hectares,India's Rabi crops sowing stagnant at 24 Mn hectares
https://agritimes.co.in/crops/india-consumes-lowest-degree-of-pesticides-in-the-world,India consumes lowest degree of pesticides in the world
https://agritimes.co.in/crops/biopesticides-to-increase-with-emphasis-on-organic-foods,Biopesticides to increase with emphasis on organic foods
https://agritimes.co.in/crops/pearl-millet-price-will-be-static-estimates-tnau," Pearl millet price will be static, estimates TNAU"
https://agritimes.co.in/crops/indias-rabi-crops-sowing-crosess-8-1-mn-ha,India's Rabi crops sowing crosess 8.1 MN ha
https://agritimes.co.in/crops/indian-sugar-crushing-slow-says-sugar-body,"Indian sugar crushing slow, says sugar body"
https://agritimes.co.in/crops/indian-agri-ministry-accepts-gujarat-govt-groundnut-procurement-rates,Indian agri ministry accepts Gujarat govt groundnut procurement rates
https://agritimes.co.in/crops/icar-develops-new-variety-of-pulses,ICAR develops new variety of pulses
https://agritimes.co.in/crops/indian-food-ministry-procures-34-546-tonnes-of-pulses,"Indian food ministry procures 34,546 tonnes of pulses"
https://agritimes.co.in/crops/cotton-association-opposes-creation-of-buffer-stock,Cotton Association opposes creation of buffer stock
https://agritimes.co.in/crops/indian-sugar-acreage-to-drop-by-5-during-2016-17,Indian sugar acreage to drop by 5% during 2016-17
https://agritimes.co.in/crops/kribhco-to-set-up-fertilizer-plant-with-morocco-firm,Kribhco to set up fertilizer plant with Morocco firm
https://agritimes.co.in/crops/bayer-opens-formulation-technology-lab-in-gujarat,Bayer opens formulation technology lab in Gujarat
https://agritimes.co.in/crops/fieldfresh-inks-mou-with-punjab-agri-varsity-for-corn-research,FieldFresh inks MoU with Punjab Agri Varsity for corn research
https://agritimes.co.in/crops/ruchi-sign-mou-with-arunachal-pradesh-for-palm-oil-plantation,Ruchi sign MoU with Arunachal Pradesh for palm oil plantation
https://agritimes.co.in/crops/sopa-release-soybean-crop-survey-results,SOPA release soybean crop survey results
https://agritimes.co.in/crops/brics-agrees-on-setting-up-platform-agri-cooperation,BRICS agrees on setting up platform agri cooperation
https://agritimes.co.in/crops/india-release-1st-advance-estimates-kharif-crops-output-for-2016-17,India release 1st Advance Estimates kharif crops output for 2016-17
https://agritimes.co.in/crops/sopa-release-soybean-crop-health-survey-2016,SOPA release soybean crop health survey 2016
https://agritimes.co.in/crops/cotton-crop-output-estimated-to-be-33-6-million-bales,Cotton crop output estimated to be 33.6 million bales
https://agritimes.co.in/crops/indian-kharif-crop-sowing-touches-101-mn-hectares,Indian Kharif crop sowing touches 101 MN hectares
https://agritimes.co.in/crops/india-releases-fourth-advance-production-estimates-of-major-crops-during-2015-16,India releases fourth advance production estimates of major crops during 2015-16
https://agritimes.co.in/crops/india-rsquo-s-soymeal-exports-down-by-60-per-cent-in-july-2016,India’s soymeal exports down by 60 per cent in July 2016
https://agritimes.co.in/crops/india-rsquo-s-soymeal-exports-down-by-60-per-cent-in-july-2016,India’s soymeal exports down by 60 per cent in July 2016
https://agritimes.co.in/crops/indian-agri-ministry-extend-cut-off-date-for-submission-of-insurance-proposals-till-august-10,Indian Agri ministry extend cut-off date for submission of insurance proposals till August 10
https://agritimes.co.in/crops/india-loses-15-25-per-cent-potential-crop-output-due-to-pests-says-hukmdev-narayan-yadav,"India loses 15-25 per cent potential crop output due to pests, says Hukmdev Narayan Yadav"
https://agritimes.co.in/crops/,CCEA Approves MSP for Rabi crops of 2019-20 to be made in Rabi marketing season 2020-21
